Software Name,File Size (MB),File Type,SHA-256 Hash,Sections,Digital Signature,VirusTotal Score,Network Activity,Permissions Requested,Fake?
PowerPointInstaller_249,37.2,application/vnd.microsoft.portable-executable,61bf85ebf89d594892b2aecfebd7f342365be7844f3d8b4ab8c2c90049beb4be,5,1,41,0,1,0
TeamsUpdate_249,16.49,application/x-executable,13600e68bd74663356d5eafbbefb6053034b8535f2b70dec5727b4bfc6f6b569,4,1,15,0,1,0
AccessRepairTool_249,48.5,application/vnd.microsoft.portable-executable,84f198c10c6c203f9083a296d175ca5a4ec332ae5ef54d42ed70484d99d2827f,27,1,27,1,0,0
Office365Setup_249,22.52,application/x-dosexec,83190e067eb12c51c8bd958e8497dddab1caa774aa1222f013a61f21b8e26ed2,18,1,44,0,0,0
WindowsBackup_249,42.58,exe,efef3a30cb0c658f42cc23fabacd3db2349e220859d2c21cb26d60f3b9c7e62a,28,1,32,0,0,0
AdobeInstaller_250,38.2,application/x-executable,c3096ed00bc641253ea741d5ba9e603533d53fe1c0db2a9f365e6d8d31f6d709,10,1,15,1,1,0
WinUpdatePatch_250,6.57,application/x-dosexec,bc684ae213b055b44fef82344fce65e46659f76851de008eca7d0ec24a24fec9,38,0,18,0,1,0
MicrosoftWord_250,12.88,exe,b1837b3a8496fe48bda1a93f766c34b98649a2fb6c493fc5f88ee64426a45ae9,7,0,24,0,0,0
ExcelUpdater_250,29.55,application/x-executable,8ef059ee1cc3e44da7204683d659e1577294c1d494df7af5ad5ab4852017fa2d,35,0,41,0,0,0
VisualStudioSetup_250,8.42,application/x-dosexec,4a5506c454d6b7d8e13bc4eca6e5c75369e9177e872b7dc0c72c5c745c728fb0,2,0,41,0,0,0
EdgeUpdate_250,48.26,application/x-executable,1c922a9432705d56a0179b4eca9419bc216f759b652249461f11af8ee955d7ec,28,1,40,0,0,0
DefenderScan_250,48.15,application/x-dosexec,4a4027b0d84eda3703531a9aa2e10f85e46649b976b5e22a692476b52a6ef7f5,25,0,37,0,1,0
OutlookSync_250,31.41,application/x-executable,3c53b545163edbf8302a916bfa1949a90b24dea18d7a7cd3de50883c1cefd9f2,17,1,25,1,1,0
OneDriveClient_250,5.4,application/vnd.microsoft.portable-executable,1260d0b8387a96e9978eb72d70da6aff4a8bcdd24c26e9da7676e44e16543775,35,1,31,0,1,0
SkypeInstaller_250,46.15,exe,6459e71394bdeab3f267facc16294fdbc21f9415e2f9e9b58ae72b339cea8bbc,37,0,18,0,1,0
PowerPointInstaller_250,46.46,application/x-executable,7199ed6d9786797a9f1e728011b82a20c806d41f1df4a117053709cb2e3e8de1,23,0,32,1,0,0
TeamsUpdate_250,21.37,exe,409b5fff02e4bf79ba03a7dc86d1fd2f338ecdcbfee3cef0bb3407132441e7b9,24,0,15,1,0,0
AccessRepairTool_250,12.45,application/vnd.microsoft.portable-executable,b0f40ecffcdb7e282615761a3696a230d584891f8980a1f24917fbdeb0fa579e,22,1,25,0,1,0
Office365Setup_250,39.34,application/vnd.microsoft.portable-executable,d1d4b1e12806fb8df14ce09b74aca510d92662e2679a84848afc556b979b76ea,30,1,25,0,0,0
WindowsBackup_250,21.47,application/x-dosexec,274b156a1f1f20352d9847c0a68a1990634a1476bfef5b016c44c02be3bfe057,21,1,49,0,0,0
AdobeInstaller_251,24.21,exe,6bcd9730dc3c97f7fbdc93814a11e47b6ef9588bb7ef5d6e5a6d48c116965827,25,1,30,0,0,0
WinUpdatePatch_251,24.2,application/vnd.microsoft.portable-executable,1364df760e1dfd68ba4f72bfb2b8effe289f01781aa5f79273730c6728d8ed5d,39,1,10,0,1,0
MicrosoftWord_251,22.68,application/x-executable,e14e45d3aaaaabb6146799496109a5e4acb197231ab0ae3996435363e0564228,1,0,30,0,0,0
ExcelUpdater_251,12.35,application/x-dosexec,e6cd734a946e6f47631890d163b6715f20d6a9c197f17bbaa72d34b23369fe0d,29,1,14,0,1,0
VisualStudioSetup_251,41.9,application/vnd.microsoft.portable-executable,e9ef40254ca93887e78bb1f143fdc6791f8a3e22940fab9d65b8a25006f24281,8,1,41,0,1,0
EdgeUpdate_251,30.15,application/vnd.microsoft.portable-executable,d01125374b69e0f04b71751c418fa1bdab60c79fc5193af88f70726c2b0e1f1a,9,0,29,1,0,0
DefenderScan_251,46.69,application/x-dosexec,2e8d22bced3dec2f33d605e57b2acd83e4302e961b6d4079ace9d1a58ab3d60f,40,0,11,1,1,0
OutlookSync_251,10.91,application/x-executable,0cc7ffd4101dbcafebe53369fdb76ad9db80536d8194873acde0d1a2ca549801,21,1,50,0,0,0
OneDriveClient_251,12.37,application/x-executable,88dd604e31e4311ca80de0ff274ba6cca3934897b9950ea8632fd91c8f1afc83,33,1,13,1,1,0
SkypeInstaller_251,11.34,application/vnd.microsoft.portable-executable,dc787d193672e7007c4e6c6814cdfbaffb571270bddc8f70dff60f78173bf341,13,1,18,0,1,0
PowerPointInstaller_251,48.86,application/x-executable,c375158e50afc04d70a84dc1c67d0cb4c34871483a8ef6a49e07167b2ffc4cf7,24,1,27,1,1,0
TeamsUpdate_251,15.62,application/x-dosexec,73be8cd68e1cd6fabbc9f806ee8ffcb1f2aec3fdda39f9677db15bc2505697be,17,0,26,1,0,0
AccessRepairTool_251,36.11,application/x-dosexec,9f8ce613c05a5df9498024bee42665bec785a8ca85580d3602a7cacfa9e2b2bf,38,1,9,1,1,0
Office365Setup_251,7.95,application/vnd.microsoft.portable-executable,f335b45aaba7ba36c2aa376f57b4d230449d3ecdabd3d221984ef36c2aeea2a7,30,0,4,1,1,0
WindowsBackup_251,21.56,exe,a63191e80c00f6fb527bbc7da20ad9483fa19b284ea97234b9ae9789b194c366,4,1,25,1,1,0
AdobeInstaller_252,13.6,application/x-dosexec,b80b63983003481e5a3d1214769b72ad7025b13825691f2a590bf7653980e290,32,1,52,0,0,0
WinUpdatePatch_252,29.26,application/x-executable,94d57140e04a4d0c2fbcdb8f99bb83082e68e18f81e6d8736f02b3d6fab2ea4a,3,0,26,0,0,0
MicrosoftWord_252,45.14,application/vnd.microsoft.portable-executable,5d95af3e981c6ece6b5dc9fe3f676a033a1e69ee2abd59e6db1c2ccadf50349e,12,1,11,1,1,0
ExcelUpdater_252,6.34,application/vnd.microsoft.portable-executable,fc11007d9b5402aac7449dfbe6c63ee0510d3a8a8f3670de71c057f2b2c34069,33,1,7,1,1,0
VisualStudioSetup_252,24.01,application/x-executable,2fa3af0f8ae7c4e04dbd5875bd2d7474fd0659d5fb4c2e098e774e099ad88887,21,1,3,1,1,0
EdgeUpdate_252,3.32,application/x-dosexec,2d4a71da77d9cf1a80c447be448fe7b7175e16be80b1af93dbcb4b6100445ed0,14,1,31,1,1,0
DefenderScan_252,4.47,application/x-dosexec,485dba23ec4064c79e85b91168c84bac285b73c7c502f4bfbc0e4eb7ab1b2c6f,8,0,25,0,1,0
OutlookSync_252,40.23,application/x-dosexec,43130223ea03a7106ed180226a93ff8e21eb2f9579e2f87fdb3043ed37ded144,13,1,6,1,1,0
OneDriveClient_252,34.15,exe,928679ce908f1200d33955fd4127066c2d4024028bde73ca8d5ab17373941a81,14,0,31,1,1,0
SkypeInstaller_252,27.36,exe,fd2013e107214b541a01c2cf56241099de8372d8f3e8d54449a6798b03c2bb84,7,1,29,0,0,0
PowerPointInstaller_252,23.07,application/x-dosexec,547612c40236d3cb4a2c263bb97fb5c963434c8bbc6e59aae2fa51a944c9fb32,6,0,21,0,1,0
TeamsUpdate_252,48.39,exe,f9a784d7c507cd5fd00e779554c973166ff6ea94280acc9481aad0db78284872,4,0,2,0,1,0
AccessRepairTool_252,13.07,application/x-dosexec,bfbfe3bece3998a758ada1c732a29f94cc11187a2e63d7a4ca4aefc613926df3,39,1,9,1,0,0
Office365Setup_252,6.93,application/vnd.microsoft.portable-executable,0ab8e1025137252419933b68727ec2ab85c049d9184bb3de8684dfd922ec44f1,40,1,3,0,1,0
WindowsBackup_252,19.15,application/vnd.microsoft.portable-executable,ffc11829630f5794c75f28d15ea3c3c8c87045606b20b0590e946f624c472b92,15,0,43,0,0,0
AdobeInstaller_253,48.51,application/x-executable,33c78f6ab19a73cce8947f31dc36e66c8068e3487788f45751f7bf9a5f6b12d5,14,1,27,0,1,0
WinUpdatePatch_253,36.23,exe,a4243dc0f768758d86a6792932d23c845407ea1aea1adbb47ea0ac7bcc2f3495,2,1,21,0,1,0
MicrosoftWord_253,15.14,application/x-executable,af920357be420b1a2f855e88800315fd9dddb618cc3a4fe3e47347218ba19e15,36,1,0,0,1,0
ExcelUpdater_253,37.41,exe,fca177da5d5da3e2f300064c33d737d67ec12dfbb3a82a8ce5331644dd38abcb,37,1,6,0,1,0
VisualStudioSetup_253,34.56,application/x-dosexec,6f86d81f394a2b3ef97f56b715e0107aa9857ef7b3e885a8a8104ab777c6dac7,4,0,3,0,0,0
EdgeUpdate_253,24.7,application/vnd.microsoft.portable-executable,35ed823a335f212e65643ee1c29af6a6307e8ffb709f57b00993a7b06fdd28b3,14,0,27,1,0,0
DefenderScan_253,5.18,application/vnd.microsoft.portable-executable,240497ca31b1bed45faab60ed9809c2e4dc6cb74521bc75d6db9a3d7ac62e56f,28,0,2,0,1,0
OutlookSync_253,28.86,application/x-executable,e9143194905d0a6424a2ef15a515ad47b5fd9afd939a7b4c07c1d608e9a362a6,36,1,26,0,1,0
OneDriveClient_253,37.54,application/vnd.microsoft.portable-executable,3467f0d94d52d9e3bbda579ee9ead719a794c058ef2297af8f87055485ee7712,24,1,4,1,0,0
SkypeInstaller_253,15.66,exe,6d923d721c2d40a766de6fa8eca969608692e4dce1f3543d7f93ac47aa35f73d,22,1,8,0,0,0
PowerPointInstaller_253,25.23,application/x-dosexec,8d9ece38b728aa03999ac6cd1092cf6c541e5b734062e874bc49800200f8c37e,19,0,0,1,0,0
TeamsUpdate_253,5.5,exe,2f0c7cffedc7717ebc77b6437294b680cbe4e2a6f513358039751539d0b3f38e,36,1,20,0,0,0
AccessRepairTool_253,48.95,exe,7f4ac18ba04a6226b64258985f254e499074f5aec031302836b8dbda10388567,32,1,22,1,1,0
Office365Setup_253,25.58,application/x-executable,f3a69b6c76dd0babfc8c229904f29ab07166082f1af12e9682ea991d9eedb6ff,38,0,31,1,1,0
WindowsBackup_253,33.65,application/x-executable,4ad4a2444503611fc280f3eebc28d9e80d6aa112f5efd09c0d1248c994282663,18,0,11,1,0,0
AdobeInstaller_254,16.58,application/x-executable,76062d0d0b09b9c40bf4cb43368af09411bb3b1352770f2fab64a6d176cda7b6,37,0,30,1,0,0
WinUpdatePatch_254,47.2,application/x-executable,aa5f610454554b53f062914072988d9593bfcae3ea860535a0d4265b3cc11538,10,1,8,1,0,0
MicrosoftWord_254,37.71,application/vnd.microsoft.portable-executable,c27563636ae07287f4eaa69cf3de39475c7eac10cfaa54f0f90041e800acae22,16,1,8,0,1,0
ExcelUpdater_254,11.95,application/vnd.microsoft.portable-executable,4f694e65f7b3daa5792311483ce192ec5ce54a056d87542036692bf98f14c6b5,2,1,15,0,1,0
VisualStudioSetup_254,17.89,application/x-executable,ecf7cd7442520d99c3875022f84db5bc220fb1acc2f570dccb10ec2c76769ff3,11,1,46,0,1,0
EdgeUpdate_254,33.8,application/x-executable,40c6904af811cc4d7d81ff6455def5f0f79af81bdf93224f3a640ad4cd81fd54,6,0,2,1,0,0
DefenderScan_254,28.52,application/vnd.microsoft.portable-executable,3f43b64126e37e94e75a504f091e23b416dd28cd338bc4b77ddc41dff05e7847,36,1,23,1,1,0
OutlookSync_254,35.31,application/x-executable,e033da2954a826e66d842f1ed934fc58641483b4d49e0d4d6e1100527c23dca8,8,1,22,1,0,0
OneDriveClient_254,18.49,application/vnd.microsoft.portable-executable,f7a7dc266a3ce5bd285c69770b085f3e899336e0d828cb81a161a1d554edf801,30,0,15,0,1,0
SkypeInstaller_254,8.6,application/x-executable,2b3f55b5c571be78e4f084c83a9b141ec1de324bb7a238871f6fd0644213d73f,36,1,14,0,0,0
PowerPointInstaller_254,20.8,application/x-dosexec,63c3db1ce0e487837739df46a3abb8c37cb50168ac412b6f4bb70ae0c337806a,24,0,7,1,0,0
TeamsUpdate_254,42.55,exe,74779b61601c3bfbf6b7a130b1108a2671c370243ae2b1b14d70ae95b9c65c00,32,1,32,0,0,0
AccessRepairTool_254,35.58,application/x-executable,60feff2cf9ed3e5cab65001ee5150689469128bd182d0760599ce2219f86aeec,5,0,15,0,0,0
Office365Setup_254,29.18,application/x-executable,601ddb0cd7278c12763c087491114e2642a0c5be1986e14874f42095c36e2da5,31,1,3,1,1,0
WindowsBackup_254,46.37,application/vnd.microsoft.portable-executable,5a203b818faa044496b08c1c8b3df33121492671de6bb352cda65c70384b5223,13,0,33,1,1,0
AdobeInstaller_255,6.01,exe,8cd0743e951cecc907fc1963e390d08d4052d4c5ae4ea801ab732f564f343380,15,0,0,0,0,0
WinUpdatePatch_255,4.7,exe,ff6accb0473a4947c535d00cc458f6d7de83aed2a36ab5a8ee224e993377fd4a,11,0,41,0,0,0
MicrosoftWord_255,43.92,application/x-dosexec,0afb82ca023c42a9474769803fb9ce088162fbb6fa418727340ef073b0d65555,10,0,10,1,1,0
ExcelUpdater_255,8.64,application/x-dosexec,c025c715130af29b14df83b5ca47789a1b3cb1a134eba532f6e71ab838e45403,33,0,5,0,0,0
VisualStudioSetup_255,25.96,exe,ec02b76c1123ee1bc99a139407c66e48de3ba4a5d2bfb8489b208965f475dbd6,21,1,23,0,1,0
EdgeUpdate_255,0.75,exe,0a618d223e8874fac5741aad11bed84ea2999c934ef0dde5c37a85584752605b,33,1,37,0,0,0
DefenderScan_255,24.93,application/x-dosexec,9d71bf7e02290966f7936ccb2d09de59b39c16ed0ef611203521ed84149739f5,35,1,21,0,0,0
OutlookSync_255,24.61,application/x-executable,635f2a7eb119d21df478885d58e7321fb6c63e1f1c56215181dff6664935f5af,14,0,28,0,1,0
OneDriveClient_255,36.95,application/vnd.microsoft.portable-executable,793ebd906d199fe3edcdf0f7d32f011516c7d8839082dad299514c7870642d3c,37,0,4,0,1,0
SkypeInstaller_255,11.16,application/x-executable,6e44f42591a308a19280ddac73be5b5801a204195ec79ce277853aeddfa501ea,34,1,42,0,0,0
PowerPointInstaller_255,2.35,application/x-executable,8828f18990bc5c8ac554dd907d3bed4eb54304da60815837d27ef02f705bfcda,10,0,29,1,0,0
TeamsUpdate_255,21.64,application/x-executable,c03aab6f9e5c30a23e334aca3c8773aebdd722c298a46cc13a316845167e92a2,14,1,34,0,1,0
AccessRepairTool_255,44.43,application/x-executable,0b9573df7dc251f85c797eb7cfabc8ab06c90fad87cba0ec356c1e37f4a76112,3,0,19,0,0,0
Office365Setup_255,12.82,application/vnd.microsoft.portable-executable,98d2f753785ea16583d8d86403b2ea0504cd576852bc6707059a41c762ee6f65,35,0,12,0,1,0
WindowsBackup_255,36.77,application/vnd.microsoft.portable-executable,cd3f733749c7e741b548bde8f0928720ef5a7292bd783dadf60d958c2113669e,10,1,32,1,1,0
AdobeInstaller_256,14.45,application/x-executable,d73b394cd068ff7534b5030ef29524f70e7525f31af372543ca5e561e28445a3,20,0,37,1,0,0
WinUpdatePatch_256,11.55,application/x-executable,832a437f314f43736c942cf4dbd58dbabb0f5c2dd9178f2643e5a7467f39c833,38,1,13,1,1,0
MicrosoftWord_256,43.65,application/x-executable,5373e5a0ee6c444b780945ca27aee4d7ec0ad9d137bfd89058fdb7d562230254,17,1,33,1,0,0
ExcelUpdater_256,49.06,application/vnd.microsoft.portable-executable,534807eef4f3c0ee879135aad582df642c7487d914d5a22b4df1fb7979993794,36,1,29,0,0,0
VisualStudioSetup_256,11.2,application/vnd.microsoft.portable-executable,9303e5843f93c51517ec2515888eaef3059555b4bf1fcd6fb074384ede3ebc43,39,0,19,0,0,0
EdgeUpdate_256,12.58,exe,5e72ad7412bca0a58928aec587feecdc627b263c16300c6365ac15dd93d76086,11,0,16,1,1,0
DefenderScan_256,35.83,exe,97b50355fb661cb44b580bda7c097409920a637de89232fc8ec88589313d7c5a,18,1,14,0,0,0
OutlookSync_256,9.03,application/vnd.microsoft.portable-executable,8d8be344729082f952a57450fc828dd2f1c8c4eb51f4ede20db5c15803a3c3ef,10,1,23,1,0,0
OneDriveClient_256,49.61,application/x-executable,c26bdcc576bad7f9b12da61ccdbd40799487e8df2314683baf00b92f981f9d80,34,0,28,1,0,0
SkypeInstaller_256,6.75,application/x-dosexec,33c361174e43de0dd448aee0ce4f84c139b8d2f7633c32e505323f485ea487f9,27,0,15,1,1,0
PowerPointInstaller_256,9.41,application/x-executable,abe2fd389ab11698d8c9a0d994e0423414f31f4dbd4c9edfebdbe78f54cad17b,13,1,24,0,1,0
TeamsUpdate_256,6.39,application/x-dosexec,91ea4ebe3f7d74996d7b490413493504f7aae321be48c801a11dd82006449f38,18,0,36,1,1,0
AccessRepairTool_256,13.86,exe,7cc6fed394f2679b9f0632840461fdb42e1d256c484d5d96798c47d4a5f47955,3,1,27,0,0,0
Office365Setup_256,18.82,exe,37820f1854a989458d5d0cabd6034f0e36106dd4c53922c35c6d0e178968da5f,9,0,10,1,0,0
WindowsBackup_256,15.3,application/vnd.microsoft.portable-executable,07bbdc1d24c0aafcdc1d8c03170b0d7ac8baf1539e33bbf6e506571377df6ac7,33,1,29,0,0,0
AdobeInstaller_257,4.19,exe,cb07bff63649e4293feb2b541a7898a370f9a66c7b9808f5acc56c6dc48ceecf,24,0,3,1,0,0
WinUpdatePatch_257,14.55,application/x-executable,7b6ba4d7d109c789cf4b1bf250f44de0c7bbd4d0c2858151e0fb94ca03813ab7,12,0,22,1,1,0
MicrosoftWord_257,18.4,application/x-dosexec,1dcf3b4128142c9d41a4e8f386613b33939b40f11577087504a3f20bb5567c72,3,1,49,0,1,0
ExcelUpdater_257,23.58,application/x-executable,e54060d77d4b4af0faf568aa6f5b24c36a67fcdc45ddbabf7407ac9171f67287,16,1,27,1,1,0
VisualStudioSetup_257,43.05,exe,1adca4bb538706372d07a076151b87edf6ebfc17300fa3592f60e4c2cab36a00,7,1,46,0,0,0
EdgeUpdate_257,9.69,application/vnd.microsoft.portable-executable,9a3235c6b83979f4edd550454e33cf995d44107e96a71a0d1eb4879f98995242,9,0,9,0,1,0
DefenderScan_257,37.2,exe,e2c573f652747930b202395ba8c689383148294f7715f04665be9d90200c44db,6,0,14,0,0,0
OutlookSync_257,22.04,application/x-executable,88db29ed63d4417b1d76a5026978b16ca92a40d2626a84ce70d482a6eac6e78b,3,0,19,1,0,0
OneDriveClient_257,14.85,application/x-executable,dd65689647e136a6015bb43fe6b4b1fafc9f7a1d997b1067de49749d0bea404f,39,1,28,0,0,0
SkypeInstaller_257,17.76,application/x-executable,612c7a6a6fecdcfb4864d642340e44810af20f8b4560b36d1376c5ec663c4cad,11,1,26,1,0,0
PowerPointInstaller_257,24.66,application/vnd.microsoft.portable-executable,4357f5ad3862a73d503323de31fc45548005ccf0573f8b005a7caee6578c09bd,38,1,52,1,0,0
TeamsUpdate_257,37.81,application/x-executable,1c61f6b2acdcfeb1936eca84a40ed0f79ba29e6ca78f1c346b218e1a15be0095,11,1,35,1,0,0
AccessRepairTool_257,18.32,application/vnd.microsoft.portable-executable,eb14bea6a6bae18eda8276a2ddbfe8a574a4aee4f0cd2497a033b0e324c7df8b,35,1,46,1,0,0
Office365Setup_257,3.46,application/vnd.microsoft.portable-executable,ba6cd87ef96410f640c0242c9a5a34ca291c0d6359f01313ba088c9b36880d5c,3,1,24,1,0,0
WindowsBackup_257,44.4,application/x-executable,65a365e660991dfed07098a41b45e6b39b96ff644062a3e74db1b91903c2c4cc,12,1,44,1,0,0
AdobeInstaller_258,12.76,application/x-dosexec,445164655d856d6b2fe333e485f431e45f792b80058912c70ee20a6212fe12d1,23,1,12,1,0,0
WinUpdatePatch_258,35.19,application/vnd.microsoft.portable-executable,d919a03a78b6b1aceb7483ba5708cb49b72bb5348a400416695a5e08b292788e,36,1,33,0,0,0
MicrosoftWord_258,26.51,application/vnd.microsoft.portable-executable,dfebd9c20e012be376a2fffe1030493b5d74eb8c35b89164b59b5c6b7bdea1ce,21,0,7,1,1,0
ExcelUpdater_258,18.66,application/x-dosexec,2f1f413000c361a53a920205d4db49d9ff21ed8042f9772b61d1bd91daf1ec9d,39,1,0,1,1,0
VisualStudioSetup_258,3.56,exe,b945714f8d323864cb814c817f967774fcafc532469eb545835b88840f506203,30,1,20,1,1,0
EdgeUpdate_258,1.02,application/x-dosexec,6625e524ceb51cd1aaa5a61100aa0af54490a3bd0783e559c7576bb7addc1046,10,1,21,0,0,0
DefenderScan_258,2.09,exe,6df3b5b1f254e7a5eb423a7423828ed66674b264d7ca6547b9b956591f6174ec,25,0,7,1,0,0
OutlookSync_258,15.6,application/vnd.microsoft.portable-executable,a6650d35157db72881a99dfcc43fdb68e942bbcc07ebd04a662a47705641b817,18,0,28,0,1,0
OneDriveClient_258,7.69,application/x-executable,1ac5d6e62c720a7d73c479ef51cc8f9bf721e0eb5554b6433a9f18792d185c87,3,1,41,0,0,0
SkypeInstaller_258,44.23,exe,fcf45588cdc7239925aac277c6970436c401a435c925a97530c5a336cffc461f,32,0,11,1,0,0
PowerPointInstaller_258,24.52,application/vnd.microsoft.portable-executable,bfcce3053e2020ce3bf5675ed9e293a553898cf4e078b56117e22bcdfa4063ad,4,1,18,1,0,0
TeamsUpdate_258,23.54,application/x-dosexec,24085ac658a474b1be5e2c9cebf6ebe7bde76a7c959cefffdacde31329cfba83,1,1,5,0,1,0
AccessRepairTool_258,41.47,application/x-dosexec,f72415719900df8b5fdb3118767cfc0a5369c6aad713a906d7ff22c71de9c3ef,1,1,5,0,0,0
Office365Setup_258,35.11,exe,8682c0a742cf15ccc2237ed3cf320d77dfd501f4f028911a003819fd11dac70c,40,0,17,0,0,0
WindowsBackup_258,46.14,application/x-dosexec,07e94dda163d73e0fcece4d47ef89ab4cd95fd1d674cdd09efa988c4e7fcac04,35,0,40,0,0,0
AdobeInstaller_259,11.48,exe,b84b7412e26badce1952acf73ca4b3e15040ec53276d4292c7a6e4ca2ec02a4c,36,0,39,0,1,0
WinUpdatePatch_259,12.87,exe,4711d126783c4efbffbce77623d2486c08c7f6bbc9309677fe52599672c6a7d2,38,0,19,1,1,0
MicrosoftWord_259,42.69,application/vnd.microsoft.portable-executable,3d75d50624d597bce7b167e7e8935cbcc7c806d2c0644b99a1f4db8c3f6b014b,21,1,2,0,1,0
ExcelUpdater_259,45.05,application/x-dosexec,479d0e46f14c55afffb330f166007b780c61e97a87bee3ce8468bf284ab50305,34,1,4,0,0,0
VisualStudioSetup_259,48.42,exe,0d3bc3eb259fd14f26b7cc9382daa327dab8fec7181b9986311ba2a9da6d0010,27,1,0,0,0,0
EdgeUpdate_259,5.78,application/vnd.microsoft.portable-executable,ae5e57372228586f15541d3124544ba73a138beb632dfedd334c246981babf4a,21,0,31,1,0,0
DefenderScan_259,34.51,exe,305299466456ca8cdd79cef7dea5e749a11e4b92f2ea1399a0890403f0dcf110,1,1,19,0,0,0
OutlookSync_259,41.59,application/vnd.microsoft.portable-executable,8fc244cf861319865b89325af0418df82c1d7a1c4f0a4e260bba0fb822c09a7c,18,1,13,1,1,0
OneDriveClient_259,11.53,application/vnd.microsoft.portable-executable,01f2d3b792943f68769c26deb785f042d531a4f309050d2b08afbe4bcb66315d,27,1,7,0,1,0
SkypeInstaller_259,39.6,application/vnd.microsoft.portable-executable,d12822f6996075e10c2b154174bb7817dc1cb67a2974fc61a1f9ee616f043663,8,0,39,0,1,0
PowerPointInstaller_259,31.9,application/x-executable,9c9a2c47f6f248a952bf503faaa9d2972cdd65f7fe2406eef7f0532ee533bbec,20,1,38,1,1,0
TeamsUpdate_259,12.26,application/vnd.microsoft.portable-executable,eed8aca09d5a4b787ff9db883b403e325a698e656e8df60dbee272adfb9016f6,8,1,44,1,0,0
AccessRepairTool_259,25.1,exe,5a5f41e0ed7fbe7d62d77475a40978bc41f8f2497a4061dc0cd0eb3572a41432,12,0,25,1,1,0
Office365Setup_259,43.06,application/x-executable,353a048df78c43a6d6a6cee1f22bb96abdb4c5cbe90ca264fcf3f4ed9c2d0340,28,0,32,1,1,0
WindowsBackup_259,44.61,application/x-dosexec,b448feb2fc5750a006af29e1447eabb06d8c82ea749f62a7b2698561fa84ed6a,2,0,43,1,0,0
AdobeInstaller_260,20.79,application/x-executable,cf3e818738a181071d2b581bd2504e217940fdc541f851ef32594bfad93e2140,23,0,12,1,1,0
WinUpdatePatch_260,25.74,exe,bc5144bf54559889536062dd4cc9ab9372a808725cb55ee45c41b5a5f78e36af,9,1,27,1,1,0
MicrosoftWord_260,48.54,application/x-dosexec,28bd71ddf717a70a7ff53bf61379d02ee3b10bc1549dd3428969bf89098d73bf,20,1,9,1,1,0
ExcelUpdater_260,31.84,exe,2c1534272b2253bee68bdcbab9487f3eb32297655dcc87676df9b56057ea2750,14,1,14,0,0,0
VisualStudioSetup_260,1.53,application/x-executable,46b07dd3056740999a820607b8245bff3abbc626dd4399883b7301da2c5a6655,19,0,8,0,0,0
EdgeUpdate_260,24.41,exe,74a1e2182e5547577d902939b9fa523f4749c93a1c64b6a60c48afffa7c758e4,1,0,1,0,1,0
DefenderScan_260,46.71,application/vnd.microsoft.portable-executable,673b4c570a9028f09630f526543af7f1538bad1b18c9b0ada99ff3999d2ddc34,29,1,1,0,0,0
OutlookSync_260,12.33,application/x-dosexec,f02247e407624d64e1a12146e170b03933d92a73fa32fa9bf4e2871e59890e77,30,0,28,0,1,0
OneDriveClient_260,5.45,exe,1ca4d67c92e9f34c627ab0c59a0fcc924d018123dc254bfdc480c356d676f324,28,0,29,1,1,0
SkypeInstaller_260,33.52,application/x-executable,00fce236fe2b7273ff6fe27c2fe2fb752856b9513d5e9a949559ea46744e0d9b,25,0,17,0,1,0
PowerPointInstaller_260,20.66,application/x-executable,1da4ad3829eba2911c6383ccb1a96405509f1a9a7a8ca07f562ed87e6ba86a75,9,0,36,0,0,0
TeamsUpdate_260,26.62,application/vnd.microsoft.portable-executable,1795c4883827dda41e6e48b49c564a4379a2f21f17aa6c69ee176a7a90f417a1,17,0,40,1,1,0
AccessRepairTool_260,9.36,application/x-executable,a80a058496206597ed1f32ad4decf4ebd68fdf019dd6f25d26267aecb5502042,22,1,39,1,0,0
Office365Setup_260,6.11,application/x-dosexec,1c4d1c99c0dbda46085a78fa5a155252648213ba22d4c2dd2557b3223425fa8d,8,1,37,0,0,0
WindowsBackup_260,35.18,application/vnd.microsoft.portable-executable,37bf5ee2466f0b52626bbf2dad9e1d94c69f9b8e7f520d7dc10c8b428a726729,25,1,26,0,1,0
AdobeInstaller_261,29.75,exe,63f62e4a3fa2ac3849cb55d6aec6f9202f090f513b1fed160662b7dc989f8b40,24,1,16,1,0,0
WinUpdatePatch_261,5.28,application/x-executable,b4d7b2c07a254496cabf8f844e44232aa3a65dc131ac8851c1ec3d08043c8f27,11,1,26,1,0,0
MicrosoftWord_261,11.05,application/x-dosexec,38dea8660da9a5961f383ab6fdc1b989b80c76dc6f8d31f0700e8434ed037338,8,0,46,1,0,0
ExcelUpdater_261,41.62,exe,fe9615e0f31491ea6144bf6de542e106a022b2a9d2a89b39d48b25bc06699b0a,8,0,25,1,1,0
VisualStudioSetup_261,15.58,application/vnd.microsoft.portable-executable,27c491588388718c55d430d8438bb159985f28d45c7127a05d5977e4f6660a34,36,1,11,1,1,0
EdgeUpdate_261,16.19,exe,a9f7add95f5cbfb1d71d81a8dcc269400dce8167dce057fceed128064d59254e,23,0,8,1,0,0
DefenderScan_261,26.93,exe,0304a5e3cb8e5c83037c6880aed9257f46fa685b9825e7dfe5d61c47d7a0f59d,22,1,10,0,1,0
OutlookSync_261,39.3,exe,6282c316da7ae61f215ce3b49d968a6267b983c20cba1a489151f7639d354802,13,0,20,1,1,0
